# basecalls.tsv - one entry per run/flowcell
# run_id: A unique id for this run, it's best to avoid special characters
# enzyme: The case-sensitive name of the enzyme used, must be in biopython's list
# refgenome_ids: A comma-separated list of refgenome_ids, must match those provided in the references.tsv file
# biospecimen: An id for the sample (required if using the haplotype-aware version of the pipeline).
# fastq_path: Path to a fastq file containing the reads for this run. If a relative path is given then it is relative to the snakemake workdir
run_id	enzyme	refgenome_ids	biospecimen	fastq_path	fast5_directory	sequencing_summary_path
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_24_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_29_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_31_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_32_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_34_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_35_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_39_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_40_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_41_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_42_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_44_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_47_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_48_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_50_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_54_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_55_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_57_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_58_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_60_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_62_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_63_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_65_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_66_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_68_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_69_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_70_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_72_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_74_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_75_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_85_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_88_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_89_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_90_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_97_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_98_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_99_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_100_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_102_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_106_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_110_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_118_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_119_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_120_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_128_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_130_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_131_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_132_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_137_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_138_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_139_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_142_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_146_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_149_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_150_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_161_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_162_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_164_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_165_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_166_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_168_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_170_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_172_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_173_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_174_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_175_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_176_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_180_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_185_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_186_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_189_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_194_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_198_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_199_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_201_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_202_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_203_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
05abd15943451e65e1f58f17e75bb42bec8a59f7	NlaIII	Cavpor3.0	FAQ91555	../../02_basecalling/basecalling/pass/fastq_runid_05abd15943451e65e1f58f17e75bb42bec8a59f7_204_0.fastq.gz	../../02_basecalling/basecalling/workspace/	../../02_basecalling/basecalling/sequencing_summary.txt
